id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version
,P58401,O94910,NRX2B_HUMAN,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9HDB5,O94910,NRX3B_HUMAN,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9UKZ4,O94910,TEN1_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NT68,O94910,TEN2_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9P273,O94910,TEN3_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q6N022,O94910,TEN4_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM2_FLRT1_complex,O94910,,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM2_FLRT3_complex,O94910,,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM4_FLRT1_complex,O94910,,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM4_FLRT3_complex,O94910,,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NZU0,O95490,FLRT3_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9UKZ4,O95490,TEN1_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NT68,O95490,TEN2_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9P273,O95490,TEN3_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q6N022,O95490,TEN4_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM2_FLRT3_complex,O95490,,AGRL2_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NZU1,Q9HAR2,FLRT1_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,O43155,Q9HAR2,FLRT2_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NZU0,Q9HAR2,FLRT3_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9UKZ4,Q9HAR2,TEN1_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9NT68,Q9HAR2,TEN2_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9P273,Q9HAR2,TEN3_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q6N022,Q9HAR2,TEN4_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",True,JCranley,,,,,,CellPhoneDBcore4.1
,Q6ZN44,Q9HAR2,UNC5A_HUMAN,AGRL3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM3_FLRT1_complex,Q9HAR2,,AGRL3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,TENM3_FLRT3_complex,Q9HAR2,,AGRL3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A1,P30542,,AA1R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A2,P30542,,AA1R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A3,P30542,,AA1R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A4,P30542,,AA1R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A1,P29274,,AA2AR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A2,P29274,,AA2AR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A3,P29274,,AA2AR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A4,P29274,,AA2AR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A1,P29275,,AA2BR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A2,P29275,,AA2BR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A3,P29275,,AA2BR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A4,P29275,,AA2BR_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A1,P0DMS8,,AA3R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A2,P0DMS8,,AA3R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A3,P0DMS8,,AA3R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adenosine_byNT5E_and_SLC29A4,P0DMS8,,AA3R_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A1,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Adrenaline_byPNMT_and_SLC18A2,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A1,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC18A2,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Noradrenaline_byDBH_and_SLC6A2,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,P01178,P37288,NEU1_HUMAN,V1AR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P01178,P47901,NEU1_HUMAN,V1BR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P01178,P30518,NEU1_HUMAN,V2R_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P10092,P30988,CALCB_HUMAN,CALCR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P10997,P30988,IAPP_HUMAN,CALCR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P01350,P32238,GAST_HUMAN,CCKAR_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q14118,Q9NYQ7,DAG1_HUMAN,CELR3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,P11229,,ACM1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,P11229,,ACM1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,P11229,,ACM1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,P08172,,ACM2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,P08172,,ACM2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,P08172,,ACM2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,P20309,,ACM3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,P20309,,ACM3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,P20309,,ACM3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,P08173,,ACM4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,P08173,,ACM4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,P08173,,ACM4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,P08912,,ACM5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,P08912,,ACM5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,P08912,,ACM5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Q9ULB1,O94985,NRX1A_HUMAN,CSTN1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,P58401,O94985,NRX2B_HUMAN,CSTN1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9HDB5,O94985,NRX3B_HUMAN,CSTN1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9ULB1,Q9H4D0,NRX1A_HUMAN,CSTN2_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,P58401,Q9H4D0,NRX2B_HUMAN,CSTN2_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9HDB5,Q9H4D0,NRX3B_HUMAN,CSTN2_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9ULB1,Q9BQT9,NRX1A_HUMAN,CSTN3_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,P58401,Q9BQT9,NRX2B_HUMAN,CSTN3_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9HDB5,Q9BQT9,NRX3B_HUMAN,CSTN3_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q96RP3,P34998,UCN2_HUMAN,CRFR1_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P36382,P36382,CXA5_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P17302,P36382,CXA1_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P36383,P36382,CXG1_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9Y6H8,P36382,CXA3_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P17302,P17302,CXA1_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P36383,P17302,CXG1_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9Y6H8,P17302,CXA3_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P36383,P36383,CXG1_HUMAN,CXG1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9Y6H8,P36383,CXA3_HUMAN,CXG1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9Y6H8,Q9Y6H8,CXA3_HUMAN,CXA3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,LTC4_byLTC4S,Q9Y271,,CLTR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LTD4_byGGT1,Q9Y271,,CLTR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LTC4_byLTC4S,Q9NS75,,CLTR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LTD4_byGGT1,Q9NS75,,CLTR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LeukotrieneE4_byDPEP1,Q9NS75,,CLTR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LeukotrieneE4_byDPEP2,Q9NS75,,CLTR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,LeukotrieneE4_byDPEP3,Q9NS75,,CLTR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Q9ULB1,Q14118,NRX1A_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,P58401,Q14118,NRX2B_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Q9HDB5,Q14118,NRX3B_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A1,P21728,,DRD1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A2,P21728,,DRD1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC6A3,P21728,,DRD1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A1,P14416,,DRD2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A2,P14416,,DRD2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC6A3,P14416,,DRD2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A1,P35462,,DRD3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A2,P35462,,DRD3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC6A3,P35462,,DRD3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A1,P21917,,DRD4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A2,P21917,,DRD4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC6A3,P21917,,DRD4_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A1,P21918,,DRD5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC18A2,P21918,,DRD5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Dopamine_byDDC_and_SLC6A3,P21918,,DRD5_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,P05305,P25101,EDN1_HUMAN,EDNRA_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P20800,P25101,EDN2_HUMAN,EDNRA_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P14138,P25101,EDN3_HUMAN,EDNRA_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P05305,P24530,EDN1_HUMAN,EDNRB_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P20800,P24530,EDN2_HUMAN,EDNRB_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P14138,P24530,EDN3_HUMAN,EDNRB_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,P04083,P21462,ANXA1_HUMAN,FPR1_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P08311,P21462,CATG_HUMAN,FPR1_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1
,P01225,P23945,FSHB_HUMAN,FSHR_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
